기업명,기업형태,지역,업종,자본금,매출액,대표자,설립일
일송,중소기업,대전 서구,건설·시공·토목·조경,-,-,김성근,2001.01.10
에이비제이종합건설,중소기업,인천 서구,주거용 건물 건설업,-,-,안덕호/방인준/장진수,2020.01.14
동양키친나라,중소기업,서울 송파구,백화점·유통·도소매,,,,
충북개발공사,비영리법인,충청북도 청주시,기타 부동산 개발 및 공급업,,,,
충북개발공사,비영리법인,충남 홍성군,기타 부동산 개발 및 공급업,,,,
충북개발공사,국내 공공기관·공기업,충북 진천군,건설·시공·토목·조경,,,,
충북개발공사,국내 공공기관·공기업,충북 청주시,공기업·공공기관,,,,
하이텍검사,중소기업,경남 창원시,자동차·조선·철강·항공,-,-,정양우,2013.05.24
에듀토셀,벤처기업,서울 성북구,컨설팅·연구·조사,,,오승연,2012.03.16
에듀토셀,중소기업,경기 군포시,기타 교육지원 서비스업,-,-,유대현,2012.11.14
에듀토셀,중소기업,경기 양평군,일반 교과 학원,,,민송희,2014.10.31
에듀토셀,개인,인천 남동구,일반 교습 학원,-,-,이말숙,-
신영전자,중소기업,경북 구미시,기타 반도체소자 제조업,10억원,55억 3천만원,곽동환,1987.10.01
신영전자,중소기업,충북 청주시,운송장비용 조명장치 제조업,"1억 1,000만원",14억 9천만원,홍석중,1992.09.01
이지종합건설,중소기업,서울 강서구,건설·시공·토목·조경,5억원,80억,박삼차,2013.01.31
이지종합건설,중소기업,충남 천안시,건축·설비·환경,-,-,이종훈,-
태호이노베이션,벤처기업,서울 금천구,전기·전자·제어,"5,000만원","3억 1,141만원",김경식,2014.06.18
코바엔지니어링,중소기업,서울 용산구,건물 및 토목 엔지니어링 서비스업,"3억 2,500만원","3억 8,350만원",최은숙,2016.01.13
테크인코리아,외국계(외국 투자기업),서울 서초구,기계·기계설비,34억원,,데이비드 라일 버츠,2012.10.19
테크인코리아,중소기업,서울특별시 강남구,기타 무선 통신장비 제조업,"5,000만원","1,452억 1천만원",디셈버그린엔리케즈,1999.12.09
테크인코리아,중소기업,서울 성동구,경비 및 경호 서비스업,1억원,19억 8백만원,이광욱,2015.12.08
세무법인담솔,중소기업,서울 강남구,회계·세무·법무,-,-,김진규,1997.06.09
세무법인담솔,중소기업,서울 강남구,회계·세무·법무,-,-,박종주,2001.09.01
지일,벤처기업,경기 남양주시,디자인·CAD,,,,
지일,중소기업,인천 서구,기계·기계설비,,,,
지일,중소기업,전북 익산시,합성수지 및 기타 플라스틱 물질 제조업,,,,
지일,중소기업,경기 남양주시,학원·어학원·교육원,,,,
지일,중소기업,경기 고양시,일반 교과 학원,,,,
지일,중소기업,경기 시흥시,기계·기계설비,,,,
지일,중소기업,서울 강남구,회계·세무·법무,,,,
이앤티스소재,중소기업,전남 광양시,화학·에너지·환경,,,,
다나에너지,외국계(외국 법인기타),서울시 중구,전기·전자·제어,,72억 3500만,PIAO SONGZHE,1994
다나에너지,중소기업,서울 금천구,제조업 및 유사 산업용 건물 건설업,,,정찬석,2016.10.07
다나에너지,중소기업,대구 달서구,전기용 기계.장비 및 관련 기자재 도매업,"1억 5,000만원",17억 8천만원,김명희,2017.07.01
다나에너지,중소기업,광주 북구,응용 소프트웨어 개발 및 공급업,"4억 2,000만원",22억 8천만원,전석,2016.07.05
다나에너지,중소기업,서울 강서구,액체연료 및 관련제품 도매업,1억원,421억 7천만원,박동찬,2000.05.02
다나에너지,중소기업,서울 성동구,건축·설비·환경,-,-,"김광혁, 김영중",2018.08.28
에이피지코리아케이이,중견기업,경남 창원시,연료용 가스 제조 및 배관공급업,127억 1천만원,"8,175억 1천만원",신창동,1972.07.17
에이피지코리아케이이,중견기업,경남 김해시,그 외 기타 분류 안된 사업지원 서비스업,-,-,김이재,2015.10.01
순신,중소기업,서울 구로구,음식료·외식·프랜차이즈,-,-,전용천,2013.07.06
순신,중소기업,서울 강서구,김밥 및 기타 간이 음식점업,-,-,신민호,-
피드앤,대기업,서울 중구,동물용 사료 및 조제식품 제조업,"5억 3,001만원","5,186억 3천만원",김대현,2019.07.01
피드앤,중소기업,경북 고령군,육지동물 및 애완동물 도매업,5억원,90억 8천만원,이상민,2017.02.21
동우농산,중소기업,경기 광주시,곡물 및 유지작물 도매업,2억원,823억 6천만원,안선애,2000.04.01
신세계사이먼시흥점,중소기업,경기 시흥시,상품 종합 중개업,-,-,조현기,2007.06.24
삼정가스공업,중소기업,인천 서구,산업용 가스 제조업,"2억 5,000만원",154억 1천만원,심승일,1989.04.01
고려진공안전,중소기업,경기 양주시,건설·시공·토목·조경,-,-,김광자,2004.10.10
윈로드시스템,중소기업,경기 화성시,유리 및 창호 공사업,"3억 7,000만원",74억 7천만원,김윤석,2012.02.22
신영,중견기업,서울 강남구,주거용 건물 개발 및 공급업,113억 5천만원,,손종구,1989.05.01
신영,중견기업,경북 영천시,자동차 차체용 신품 부품 제조업,181억 8천만원,"4,524억 2천만원",강호갑/손종억/김종철,1999.03.01
신영,대기업,서울특별시 영등포구,증권 중개업,822억원,"2조 4,057억원",원종석/황성엽,1956.02.25
신영,중견기업,서울 강남구,공공관계 서비스업,10억원,37억 7천만원,박희원,2018.11.01
신영,중견기업,서울 금천구,비주거용 건물 임대업,12억원,10억 3천만원,신영주,1999.05.01
신영,중견기업,서울 강남구,비주거용 부동산 관리업,53억 8백만원,530억 9천만원,이상무,1974.05.08
신영,중견기업,경기도 성남시,아파트 건설업,43억 4천만원,"2,143억 6천만원",이승민,1969.04.15
신영,대기업,서울 영등포구,신탁업 및 집합투자업,"1,000억원",444억 6천만원,박순문,2019.06.03
신영,중소기업,서울 성동구,출판·인쇄·사진,"1억 5,000만원",57억,장익주,1992.01.03
신영,중소기업,대전 동구,섬유·의류·패션,-,-,이의평/이호성/이성원,1968.10.21
쿠어스텍코리아,외국계(외국 법인기타),경상북도 구미시,전기·전자·제어,309억 8천만원,989억 4천만원,데이비드마이클부쉬,2007
상신프렌트,중소기업,서울 서초구,기계·기계설비,-,-,이종숙,1995
아리아스트레이드,중소기업,서울 서초구,백화점·유통·도소매,"2억 5,000만원",114억 4천만,이영진,2001.11.20
남양학원,중소기업,경남 창원시,학원·어학원·교육원,-,-,황정민,-
남양학원,중소기업,경기 화성시,기타 기술 및 직업훈련학원,-,-,배석란,2019.08.03
남양학원,중소기업,경남 창원시,학원·어학원·교육원,-,-,박진선,2009.09.01
대원,중견기업,서울 성동구,완제 의약품 제조업,,,,
대원,중견기업,서울 용산구,그 외 기타 상품 전문 도매업,63억 1천만원,"1,777억 2천만원",정욱/정동훈,1977.12.06
대원,중견기업,서울 성동구,시외버스 운송업,100억 6천만원,"2,892억 7천만원",허상준,1961.04.01
대원,대기업 계열사·자회사,충남 천안시,자동차·조선·철강·항공,310억원,1조 245억,김항수,1946.09.20
대원,중견기업,경기 안산시,그 외 자동차용 신품 부품 제조업,100억 1천만원,"8,313억 7천만원",허재건/허재명/김재덕,1968.09.10
대원,중견기업,충북 청주시,건설·시공·토목·조경,55억 2천만원,3195억 8천만,전응식,1972.02.01
대원,중견기업,서울 용산구,백화점·유통·도소매,25억원,8121억,"이상호, 하성원, 김보경",1988
대원,대기업,경기 안산시,그 외 자동차용 신품 부품 제조업,58억원,"3,662억 2천만원",김재석/박민희,1984.01.01
대원,중견기업,경북 안동시,운송장비용 주유소 운영업,"3억 5,000만원","1,831억 5천만원",이동근/조재환,1971.07.10
대원,중소기업,경기 성남시,솔루션·SI·CRM·ERP,-,100억,라은철,2006.08.09
티지투,중소기업,서울 마포구,경영 컨설팅업,-,-,이병협,2022.04.15
대덕피엔씨,중소기업,인천 서구,전기·전자·제어,"5,000만원",-,박준표,2004
대덕피엔씨,중소기업,경기 화성시,그 외 기타 고무제품 제조업,"1억 5,000만원",78억 2천만원,이태희,2012.06.26
대덕피엔씨,중소기업,경기 이천시,환경 관련 엔지니어링 서비스업,3억원,"5억 6,237만원",윤여찬,2018.11.29
엔지니어링원,중소기업,서울 강남구,건설·시공·토목·조경,-,-,김선영,2018.01.05
엔지니어링원,중소기업,서울 금천구,전기·전자·제어,10억원,25억5천만,조찬호,1988
엔지니어링원,중소기업,대전 유성구,배관 및 냉ㆍ난방 공사업,"3억 1,000만원",428억 2천만원,이정복,2007.04.16
엔지니어링원,중소기업,경기 화성시,컨베이어장치 제조업,"1억 5,000만원",209억 7천만원,이승근,2020.07.31
엔지니어링원,중소기업,울산 북구,선박 구성 부분품 제조업,2억원,24억 3천만원,김옥희,1998.07.07
엔지니어링원,중소기업,서울 금천구,컨설팅·연구·조사,,,양준호,2015.08.05
엔지니어링원,중소기업,경남 창원시,선박 구성 부분품 제조업,-,-,신상병,-
엔지니어링원,중소기업,서울 마포구,기타 엔지니어링 서비스업,"5,000만원",17억 6천만원,이원묵,2019.12.11
엔지니어링원,중소기업,서울 영등포구,기계·기계설비,"2억 3,749만원",251억 6천만원,임신영,2014.10.29
백통신원,중소기업,제주 서귀포시,휴양콘도 운영업,496억 4천만원,47억 5천만원,우궈훼이,2010.12.14
오프널,중소기업,서울 중구,시스템 소프트웨어 개발 및 공급업,972만원,"4억 9,601만원",박성훈,2017.12.18
와이지테크,중소기업,경북 성주군,동력식 수지공구 제조업,"5,000만원",89억 5천만원,박성혁,2007.11.02
와이지테크,중소기업,경남 창원시,금속 절삭기계 제조업,-,-,이용걸,-
와이지테크,중소기업,경기 안산시,자동차·조선·철강·항공,-,-,박재훈,2024.06.01
알그린,중소기업,경기 안성시,출판·인쇄·사진,,,고홍철,2016.01.01
알그린,중소기업,충남 당진시,기타 기초 무기 화학물질 제조업,18억 2천만원,"4억 4,484만원",김준호/윤소라,2021.11.23
알앤씨미디어,중소기업,서울 금천구,응용 소프트웨어 개발 및 공급업,"1억 5,000만원",23억 9천만원,오창석,2014.01.25
지앤피,대기업,충북 충주시,기타 절연선 및 케이블 제조업,39억 3천만원,"4,929억 6천만원",양영훈,1980.03.01
지앤피,중소기업,서울 강남구,비주거용 건물 임대업,"5,000만원",24억 3천만원,박수남/박지현,1987.08.11
지앤피,중소기업,경기 안산시,포장용 유리용기 제조업,"6억 7,053만원",311억 1천만원,윤인호/조상휘,1970.01.29
지앤피,중소기업,경기 양주시,생활용품·소비재·기타,-,-,신현욱,2006.01.01
지앤피,중소기업,서울 성동구,생활용품·소비재·기타,,,이선예,2017
지앤피,중소기업,서울 구로구,응용 소프트웨어 개발 및 공급업,"5,000만원","6억 4,618만원",이정수,2003.02.01
지앤피,벤처기업,부산 강서구,반도체·디스플레이·광학,-,30억,정해도,1999
지앤피,중소기업,경기 광주시,백화점·유통·도소매,"2억 5,000만원",57억,신지호,2008.07.01
지앤피,중소기업,경기 안양시,전자상거래 소매업,1억원,"8억 2,216만원",김학동,2014.11.10
지앤피,중소기업,경남 창원시,기타 육상 운송지원 서비스업,25억원,61억 4천만원,배기중/유한두,2013.01.01
하나코스,중소기업,강원 횡성군,화장품 제조업,"9억 5,000만원",306억 3백만원,최정근,2002.10.09
하나코스,중소기업,서울 강남구,백화점·유통·도소매,-,-,한지혜,2017.06.07
가람전기,중소기업,부산 동래구,일반전기 공사업,"1억 5,000만원",14억 1천만원,이현수,2020.06.15
가람전기,중소기업,전남 나주시,변압기 제조업,1억원,100억 7천만원,서원철,2016.09.01
가람전기,중소기업,전북 전주시,"기타 기술 시험, 검사 및 분석업","6,821만원","5억 1,076만원",송미영,2016.07.26
가람전기,중소기업,세종,협회·단체,-,-,김영철외 1명,2018.12.05
디스펜서코리아,중소기업,경기 시흥시,기계·기계설비,20억원,16억,채명기,2011.03.23
보림에스앤피,중소기업,서울 중구,출판·인쇄·사진,2억원,23억,채연화,2007.08.14
이디테크,중소기업,충남 천안시,그 외 자동차용 신품 부품 제조업,40억원,246억 6천만원,박윤수,2004.01.16
이디테크,중소기업,경기 평택시,기타 엔지니어링 서비스업,"5,000만원",21억 4천만원,서경민,2015.07.16
이디테크,중소기업,제주 제주시,시스템 소프트웨어 개발 및 공급업,"1억 1,520만원","6억 6,019만원",김희찬,2018.06.28
이디테크,중소기업,경기 수원시,기타 반도체소자 제조업,"1억 8,700만원","4억 2,101만원",김현동,2013.03.04
이디테크,중소기업,충남 아산시,금속 열처리업,1억원,12억 7천만원,김재형,2020.12.02
이디테크,중소기업,인천 부평구,광고·홍보·전시,-,-,한준현,-
광명테크솔루션,중소기업,서울 금천구,전기·전자·제어,7억원,50억,주석중,2008.06.13
보산,중소기업,서울 영등포구,무역·상사,1억원,27억,김명옥,2010.08.27
보산,중소기업,경남 고성군,기타 토목시설물 건설업,15억원,118억 8천만원,장정식,2014.05.23
보산,중소기업,경기 고양시,화훼류 및 식물 도매업,"5,000만원","7억 3,148만원",유세연,2007.11.23
보산,중소기업,경남 창원시,건물용 기계.장비 설치 공사업,"3억 1,000만원","5억 8,415만원",최채경,1999.01.15
보산,중소기업,서울 강남구,1차 금속제품 도매업,-,"약 1,150 억",김규명,1999.01.12
보산,중소기업,경기 파주시,배관 및 냉ㆍ난방 공사업,3억원,"5억 4,016만원",김형태,1999.11.13
보산,중소기업,서울 강남구,한의원,-,-,정용발,1988.12.27
보산,개인,서울 중구,조경 관리 및 유지 서비스업,-,-,유보산,-
보산,중소기업,부산 해운대구,호텔업,-,-,서순도/서영호,2021.09.30
케이뷰티월드와이드,중소기업,인천 연수구,뷰티·미용,-,-,위대성,2019.07.11
에스제이나노텍,중소기업,세종 조치원읍,플라스틱 접착처리 제품 제조업,1억원,"3억 6,259만원",권상익,2018.01.25
에스제이나노텍,중소기업,경기 부천시,통신.방송장비 및 부품 도매업,"1,000만원","2억 2,432만원",이승근,2014.01.21
얼리하이,중소기업,서울 강남구,광고·홍보·전시,,,최영섭,2015.01.31
얼리하이,중소기업,서울 강남구,솔루션·SI·CRM·ERP,3억원,71억,한영기,2005.06.14
얼리하이,중소기업,서울 종로구,시계 및 귀금속제품 도매업,-,-,신진영,-
얼리하이,중소기업,서울 강남구,쇼핑몰·오픈마켓·소셜커머스,-,-,백선아,2017.05.25
얼리하이,중소기업,서울 종로구,IT컨설팅,,,이재원,2018.04.24
얼리하이,중소기업,서울 마포구,IT컨설팅,4억원,-,장환성,2021
얼리하이,중소기업,서울 성동구,응용 소프트웨어 개발 및 공급업,4억원,681만원,김재현,2016.08.09
얼리하이,중소기업,서울특별시 성동구,매니저업,"5,000만원","6억 5,149만원",허재원,2012.05.03
얼리하이,중소기업,서울 관악구,시스템 소프트웨어 개발 및 공급업,-,-,정성웅,2019.05.30
얼리하이,중소기업,서울 마포구,웨딩·상조·이벤트,-,-,조예상,-
비바코리아,중소기업,전남 장성군,설치용 및 위생용 플라스틱제품 제조업,36억원,174억 9천만원,송공석/송태양/송태광,1997.06.13
비바코리아,중소기업,경기 고양시,무역·상사,-,200억원,서동갑,2004.12.01
비바코리아,중소기업,서울시 강남구,응용 소프트웨어 개발 및 공급업,1억원,227억 6천만원,조나단웨이드패디스,2016.01.13
비바코리아,중소기업,서울 강남구,응용 소프트웨어 개발 및 공급업,"5,000만원","4억 8,460만원",유강희,2001.10.18
비바코리아,중소기업,인천 부평구,전기·전자·제어,10억원,45억,임재학,2004.03.20
세무법인다솜해운대지점,중소기업,부산 해운대구,회계·세무·법무,-,-,남동성,-
서원건설,중소기업,서울특별시 영등포구,배관 및 냉ㆍ난방 공사업,"8억 7,000만원",30억 9천만원,이정길,1982.01.25
서원건설,중소기업,전남 순천시,토공사업,"9억 5,000만원",204억 6천만원,유석찬,1999.03.01
서원건설,중소기업,대전광역시 서구,기타 엔지니어링 서비스업,4억원,"7억 5,132만원",박충규,1999.06.01
서원건설,중소기업,전북 남원시,토공사업,"6억 1,000만원",46억 2천만원,박성원,1994.10.22
서원건설,중소기업,경기 성남시,사무.상업용 및 공공기관용 건물 건설업,30억원,45억 4천만원,이원호,1961.03.28
서원건설,중소기업,부산 수영구,사무.상업용 및 공공기관용 건물 건설업,14억 5천만원,70억 7천만원,손명찬,2010.01.01
서원건설,중소기업,경북 경주시,도로 건설업,"9억 5,000만원",49억 3백만원,김지헌,2000.07.01
서원건설,중소기업,인천 남동구,건물 건설업,5억원,89억 8천만원,최영길,2017.05.24
서원건설,중소기업,경기 시흥시,단독 주택 건설업,2억원,5억 299만원,백민숙,2005.08.20
서원건설,중소기업,경기 파주시,건설·시공·토목·조경,7억원,31억 4백만원,신동수,2013.03.05
한신단자공업,중소기업,인천 남동구,"전기회로 개폐, 보호장치 제조업",,,정수영,1994.08.23
케이티시앤지,중소기업,인천 서구,기계·기계설비,5억원,60억,오민,2008.06.20
케이티시앤지,중소기업,경북 포항시,건물 및 구축물 해체 공사업,-,-,김희호,2007.11.13
애간장,중소기업,충북 괴산군,장류 제조업,33억 8천만원,76억 9천만원,김면영,2015.05.04
대명건설산업,중소기업,인천 남동구,"페인트, 창호 및 기타 건설자재 소매업",5억원,42억 6천만원,김윤수,2019.01.31
영진산업,중소기업,대전 서구,콜센터·아웃소싱·기타,-,-,이은희,2010.02.10
영진산업,중소기업,경기 수원시,건설·시공·토목·조경,4억원,65억,하은용,1987
영진산업,중소기업,부산 강서구,금속·재료·자재,-,-,김종식,1989.01.01
영진산업,중소기업,충북 청주시,유선 통신장비 제조업,3억원,"7억 3,441만원",이영규,2000.06.01
영진산업,중소기업,경북 포항시,상용 인력 공급 및 인사관리 서비스업,-,-,김은영,-
영진산업,중소기업,경기 고양시,배관 및 냉ㆍ난방 공사업,"5,000만원","3억 3,470만원",장염균,2016.04.01
영진산업,중소기업,서울 성동구,건축·설비·환경,-,-,박찬석,2005.01.01
폴에이산업,중소기업,서울 마포구,건축물 일반 청소업,5억원,26억 6천만원,박형준,2013.06.01
프라임씨앤씨,중소기업,충남 천안시,기타 정보기술 및 컴퓨터운영 관련 서비스업,3억원,16억 6천만원,황선재,2016.06.20
부영일렉트로닉스,중소기업,인천 남동구,전자부품 실장기판 제조업,"2억 5,000만원",119억 1천만원,양훈심,2016.01.01
와이피컴퍼니,중소기업,경기 안양시,쇼핑몰·오픈마켓·소셜커머스,30억원,108억,김명순,2018.01.04
엔플러스이,중소기업,전라남도 무안군,건강기능식품 제조업,"9억 8,000만원","2억 8,849만원",박규리,2018.03.22
에센루,중소기업,서울 서초구,백화점·유통·도소매,,,장성희,2015.06.25
에센루,중소기업,서울 서초구,솔루션·SI·CRM·ERP,,,최동진,2007.12.01
에센루,중소기업,서울 구로구,기타 가정용 전기기기 제조업,11억 7천만원,30억,신충식/장득순,1996.06.28
에센루,벤처기업,경기 안산시,자동차·조선·철강·항공,"2억 1,000만원",56억 4천만,이상원,2017.01.20
에센루,중소기업,서울 송파구,건물 및 토목 엔지니어링 서비스업,"5,000만원",61억 7천만원,류종우,2015.08.04
에센루,중소기업,서울 강남구,의료용품 도매업,"3억 3,600만원","6억 8,748만원",고성수/김찬웅,2019.01.02
에센루,중소기업,경기 안양시,건물 및 토목 엔지니어링 서비스업,1억원,13억 9천만원,문종기,2001.02.09
에센루,중소기업,강원 양양군,음식료·외식·프랜차이즈,-,-,김준환,2023.07.15
에센루,중소기업,경기 의정부시,식품가공,-,-,김종철,-
에센루,중소기업,서울 서초구,고용 알선업,"5,000만원",8억 143만원,서창호,2014.12.01
내쇼날시스템,중소기업,부산 강서구,기계·기계설비,-,98억,김영호,1989.06.01
태성공영,중소기업,경기 시흥시,건물용 기계.장비 설치 공사업,3억원,36억 8천만원,원재룡,2011.11.01
미래엔인천에너지,중견기업,충남 당진시,연료용 가스 제조 및 배관공급업,150억원,"6,936억 1백만원",송민섭,2003.09.24
미래엔인천에너지,중소기업,충남 천안시,배관 및 냉ㆍ난방 공사업,-,-,최유리,-
동남엔지니어링,중소기업,서울 금천구,기계·기계설비,,,정하경,1989
동남엔지니어링,중소기업,서울 송파구,건설·시공·토목·조경,-,-,김남원,2012.02
동남엔지니어링,중소기업,경기 시흥시,기체 펌프 및 압축기 제조업,-,-,이상기,1990.11.10
동남엔지니어링,중소기업,경기 광명시,기계·기계설비,-,-,강출성,-
태후코스메틱,중소기업,인천 남동구,화장품 제조업,5억원,33억 5천만원,정정운,2012.01.20
비치움,대기업,서울 종로구,호텔업,266억 7천만원,"1,256억 2천만원",김민수,2000.01.01
비치움,대기업,경기 남양주시,골프장 운영업,150억원,171억 6천만원,김민수,1989.03.30
비치움,중견기업,전남 해남군,골프장 운영업,24억 1천만원,188억 1천만원,이화영,2019.07.01
비치움,중소기업,서울 강남구,상품 종합 중개업,"1억 5,000만원",79억 5천만원,박세준,2020.10.05
비치움,중소기업,제주 제주시,호텔·여행·항공,,,김성익,2013.11.15
비치움,중소기업,제주 제주시,호텔·여행·항공,200억원,300억,이규표,1989
비치움,중소기업,서울 마포구,음식료·외식·프랜차이즈,-,-,호인우,2020.12.09
비치움,중소기업,서울 마포구,문화·공연·예술,"1억 4,000만원",52억 7천만,장종현,2009.07.13
비치움,중소기업,서울 강남구,포털·컨텐츠·커뮤니티,-,-,이동헌,2018.08.14
비치움,중소기업,부산 해운대구,그 외 기타 전기장비 제조업,"1억 5,000만원","9억 3,308만원",임승현,2023.02.15
한빛,중소기업,서울 금천구,유선 온라인 게임 소프트웨어 개발 및 공급업,124억 1천만원,235억 2천만원,이승현,1999.01.06
한빛,중소기업,충북 음성군,기타 식품 첨가물 제조업,"8억 5,000만원",811억 1천만원,김기수,2000.01.01
한빛,중소기업,서울 금천구,기타 엔지니어링 서비스업,,,,
한빛,중소기업,서울 서대문구,출판·인쇄·사진,10억원,107억 3천만,김태헌,1993
한빛,중소기업,서울 구로구,주거용 부동산 관리업,10억 1백만원,124억 7천만원,김광용/나근희,1998.02.19
한빛,중소기업,서울 송파구,응용 소프트웨어 개발 및 공급업,"4억 5,000만원",46억 5천만원,오정엽,1996.01.15
한빛,중소기업,경기 수원시,"기타 기술 시험, 검사 및 분석업",,,,
한빛,중소기업,서울 성동구,기타 엔지니어링 서비스업,,,,
한빛,중소기업,전북 군산시,일반 화물자동차 운송업,,,,
한빛,중소기업,인천 서구,그 외 기타 상품 전문 도매업,,,,
씨제이나눔재단,비영리법인,서울 중구,종합복지관 운영업,,,,
씨제이나눔재단,비영리단체·교육재단,서울 성동구,협회·단체,,,,
메트로이엔씨,중소기업,경남 창원시,물질성분 검사 및 분석업,,,,
에스에스엔지니어링,중소기업,경기 광주시,그 외 기타 특수목적용 기계 제조업,,,,
에스에스엔지니어링,중소기업,서울 강서구,건물 건설업,,,,
천우씨엠,벤처기업,서울 서초구,건설·시공·토목·조경,,,,
에스와이산업,중소기업,서울 강남구,부동산·중개·임대,,,,
에스와이산업,중소기업,경기 용인시,콘크리트 및 철근 공사업,,,,
에스와이산업,중소기업,대전 대덕구,전자상거래 소매 중개업,,,,
에스와이산업,중소기업,세종,부동산 중개 및 대리업,,,,
에스와이산업,중소기업,대전 유성구,건설·시공·토목·조경,,,,
에스와이산업,중소기업,광주 광산구,배관 및 냉ㆍ난방장치 도매업,,,,
에스와이산업,중소기업,충북 충주시,그 외 기타 플라스틱 제품 제조업,,,,
에스와이산업,중소기업,경기 안산시,유선 통신장비 제조업,,,,
에스와이산업,중소기업,경기 고양시,그 외 기타 생활용품 도매업,,,,
에스와이산업,중소기업,광주 남구,주거용 건물 개발 및 공급업,,,,
엠시스,중소기업,경북 구미시,기계·기계설비,,,,
엠시스,중소기업,경기 수원시,기타 반도체소자 제조업,,,,
엠시스,중소기업,경기 광명시,건설·시공·토목·조경,,,,
엠시스,벤처기업,충남 천안시,반도체·디스플레이·광학,,,,
엠시스,중소기업,경기 안양시,컴퓨터시스템 통합 자문 및 구축 서비스업,,,,
엠시스,중소기업,인천 중구,물류·운송·배송,,,,
엠시스,중소기업,서울 금천구,배전반 및 전기 자동제어반 제조업,,,,
엠시스,중소기업,경기 부천시,"물질 검사, 측정 및 분석기구 제조업",,,,
엠시스,중소기업,경기 시흥시,가전제품 소매업,,,,
엠시스,중소기업,충북 청주시,응용 소프트웨어 개발 및 공급업,,,,
청운건설,중소기업,대전 유성구,기타 토목시설물 건설업,,,,
청운건설,중소기업,서울 강북구,사무.상업용 및 공공기관용 건물 건설업,,,,
청운건설,중소기업,경기 성남시,"도배, 실내장식 및 내장 목공사업",,,,
청운건설,중소기업,경기 남양주시,주거용 건물 개발 및 공급업,,,,
엔터웹,중소기업,서울 영등포구,웹에이전시,,,,
엔터웹,중소기업,부산 부산진구,컴퓨터 프로그래밍 서비스업,,,,
엔터웹,중소기업,경기 성남시,응용 소프트웨어 개발 및 공급업,,,,
아그네스수산,중소기업,경기 안산시,생활용품·소비재·기타,,,,
아그네스수산,중소기업,경기도 화성시,그 외 기타 종이 및 판지 제품 제조업,,,,
아그네스수산,중소기업,경기 안산시,솔루션·SI·CRM·ERP,,,,
아그네스수산,중소기업,경기 화성시,기타 인쇄업,,,,
신,중견기업,서울 중구,솔루션·SI·CRM·ERP,,,,
신,중견기업,부산 사하구,신발 도매업,,,,
신,중소기업,서울 구로구,"근무복, 작업복 및 유사의복 제조업",,,,
신,중소기업,서울 강서구,의학 및 약학 연구개발업,,,,
신,중소기업,경기 의정부시,학교(초·중·고·대학·특수),,,,
신,중소기업,경기 오산시,학교(초·중·고·대학·특수),,,,
신,중소기업,경기 화성시,화학·에너지·환경,,,,
신,외국계(외국 투자기업),인천 연수구,제약·보건·바이오,,,,
신,중소기업,서울 영등포구,건물ㆍ산업설비 청소 및 방제 서비스업,,,,
신,중소기업,인천 서구,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,,,,
우리들모터스,중소기업,제주 제주시,중고 자동차 판매업,,,,
우리들모터스,중소기업,전남 순천시,중고 자동차 판매업,,,,
아이피디,중소기업,경기 부천시,출판·인쇄·사진,,,,
아이피디,중소기업,서울 강남구,일반 영화 및 비디오물 제작업,,,,
아이피디,중소기업,서울 강남구,기타 일반 기계 및 장비 수리업,,,,
아이피디,중소기업,경기 군포시,통신.방송장비 및 부품 도매업,,,,
아이피디,중소기업,경기 파주시,생활용품·소비재·기타,,,,
아이피디,중소기업,서울 강남구,영화·음반·배급,,,,
아이피디,중소기업,경기 군포시,컴퓨터시스템 통합 자문 및 구축 서비스업,,,,
아이피디,중소기업,인천 계양구,인테리어·자재,,,,
아이피디,중소기업,경기 용인시,부동산 중개 및 대리업,,,,
아이피디,중소기업,서울 강서구,비알코올음료 도매업,,,,
우진텍,중소기업,경기 화성시,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",,,,
우진텍,중소기업,경남 김해시,주형 및 금형 제조업,,,,
우진텍,중소기업,서울 송파구,응용 소프트웨어 개발 및 공급업,,,,
우진텍,중소기업,경북 구미시,생활용품·소비재·기타,,,,
우진텍,중소기업,인천 서구,기계·기계설비,,,,
우진텍,중소기업,경기 평택시,물류·운송·배송,,,,
우진텍,중소기업,대구 북구,전기·전자·제어,,,,
선진수산,중소기업,인천 중구,상품 종합 도매업,,,,
선진수산,개인,서울 중구,식료품 소매업,,,,
금하공업,중소기업,경북 영천시,그 외 자동차용 신품 부품 제조업,,,,
대전과학산업진흥원,비영리법인,대전광역시 유성구,그 외 기타 협회 및 단체,,,,
명동게장,중소기업,전남 여수시,한식 일반 음식점업,,,,
영공방,중소기업,경상남도 거제시,생활용품·소비재·기타,,,,
지엠앤,중소기업,경기 포천시,기타 과실ㆍ채소 가공 및 저장 처리업,,,,
지엠앤,중소기업,경기 고양시,건축·설비·환경,,,,
지엠앤,중소기업,부산 동구,제약·보건·바이오,,,,
지엠앤,중소기업,대전 중구,컨설팅·연구·조사,,,,
지엠앤,중소기업,서울 도봉구,응용 소프트웨어 개발 및 공급업,,,,
지엠앤,중소기업,경기 화성시,기타 엔지니어링 서비스업,,,,
지엠앤,중소기업,부산 기장군,선박 구성 부분품 제조업,,,,
지엠앤,중소기업,서울 강남구,시장조사 및 여론조사업,,,,
